A0A023GU59_taxID_151069_model_A	B2ZB02_ref_A	142	426	599	6	286	2.845E-01	10M3I14M2I18M3I4M1I6M1D25M2I12M9I12M30D20M4D5M8I15M3I19M1I1M2D11M7I30M2I8M7D6M2I6M5I15M
A0A074S9M8_taxID_1423351_model_A	B2ZB02_ref_A	34	304	305	2	286	6.764E-01	2M2D25M6I3M5I12M13D45M1I8M1I5M4I2M6D8M2I3M6D5M1D30M9D2M1D6M5D17M1D24M2D3M10I10M3D10M4I10M2I6M
A0A074W6F3_taxID_1043004_model_A	B2ZB02_ref_A	97	320	321	2	286	4.908E-01	30M4I2M4I14M10D32M1I8M1I10M46D7M10I2M1D14M10D11M2I5M11D3M1D7M1D26M1D3M6D8M2I10M2I6M
A0A074YQS1_taxID_1043005_model_A	B2ZB02_ref_A	101	320	321	6	286	4.749E-01	17M3I7M1I4M5I3M1D10M10D28M1I22M11D2M8I3M30D7M3D14M10D12M12D7M2I7M1D25M1I5M1I3M7D14M2I6M
A0A077ZGT3_taxID_36087_model_A	B2ZB02_ref_A	93	357	752	6	287	3.041E-01	28M5I9M2D6M7D59M5D11M1D4M2I4M4D14M1D16M5D6M1I2M1I9M9D36M2D4M6I3M1D2M2I2M1I23M2I7M
A0A091TFJ5_taxID_97097_model_A	B2ZB02_ref_A	36	360	417	6	294	5.529E-01	22M19I6M9I13M1D9M5I27M2I15M5D13M1D10M1I4M2D9M12I11M1I5M2D35M6I6M12D35M1I21M2I3M1I22M
A0A093R256_taxID_9209_model_A	B2ZB02_ref_A	26	359	416	6	294	5.992E-01	22M19I6M9I16M4I34M2I15M5D13M1D10M1I4M2D9M12I11M1D44M1D2M4I47M1I21M2I4M1I21M
A0A0A7CN79_taxID_1202772_model_A	B2ZB02_ref_A	54	307	498	6	257	3.535E-01	38M2I4M10D29M3I12M6I7M1I5M12D8M3D8M1I6M25I5M2D5M1D3M3I9M1I4M13D12M2D39M3I15M
A0A0W8DAM1_taxID_4792_model_A	B2ZB02_ref_A	45	282	897	2	243	1.859E-01	4M4I38M5I5M13D25M3I12M6I5M1I8M2D7M10D4M2D4M1D7M1D3M1D9M1D3M22I12M11D6M1D3M1I2M2D14M1D25M
A0A2N5SRB5_taxID_200324_model_A	B2ZB02_ref_A	127	361	362	6	232	4.858E-01	24M2D2M12I14M10D24M1I17M2D11M3I13M7I8M2D4M2D6M1D9M3I5M5I12M13D5M1I6M5I6M3I29M
A0A812PC05_taxID_1628268_model_A	B2ZB02_ref_A	95	357	517	1	273	3.636E-01	25M14I9M1I13M1D2M12D21M2I10M2I5M4D14M8I8M3I8M5D4M5I12M2D4M1D2M1D9M2D7M6D9M6D41M2I6M10D2M3I12M
A0A8H7Y763_taxID_181762_model_A	B2ZB02_ref_A	31	329	330	2	286	6.365E-01	2M2D26M9I2M2I14M10D32M1I13M1I9M1I7M9I6M9I8M2D3M1I10M1I6M2D22M10D10M6D41M6D5M5I2M5D7M16I11M2I6M
A0A8U0BYU8_taxID_104660_model_A	B2ZB02_ref_A	40	300	511	6	287	4.332E-01	26M5I11M1I5M10D57M3D14M2D3M11D7M3D16M3I4M4I8M2D6M10D35M3I10M2I8M1D13M1I13M2I4M
A0A9W6UBD6_taxID_2077276_model_A	B2ZB02_ref_A	19	256	481	4	233	2.974E-01	40M1D4M9D5M3I2M1D19M3I14M7D13M3I3M1I9M6D5M4I11M1D6M10I4M1I2M15I10M1D20M5D16M1D15M
A0AAV0V041_taxID_162125_model_A	B2ZB02_ref_A	61	298	870	6	243	1.945E-01	38M5I5M13D25M3I11M1I12M2I4M2I6M10D4M3D12M28I3M3D9M3I2M1D12M11D6M1D3M1I2M2D14M1D25M
A0ACC1SFB7_taxID_57161_model_A	B2ZB02_ref_A	27	390	686	6	286	2.050E-01	6M8D3M8D17M2D7M2I2M6I4M1I19M20I14M8I4M6I4M1D12M12I4M2I7M1D10M3I6M15I2M7D2M2I5M1D11M20I12M2D3M4D4M6D9M6I34M2D5M6I6M10I9M6I18M
A0A085NCJ6_taxID_68888_model_A	B2ZB02_ref_A	218	539	643	6	295	2.817E-01	20M1D5M13I2M8I13M3D11M1D21M2I13M4D12M2I4M3D8M7I9M16D15M23I14M6D12M1I2M6D8M9I7M8I48M2I9M1I8M4D5M
A0A0V1KD92_taxID_6337_model_A	B2ZB02_ref_A	138	404	791	1	286	2.971E-01	3M2D27M5I10M2D5M2D2M5D58M1I2M6D8M1D12M2D12M1D16M5D5M1D8M1D1M5D41M5I13M1I24M2I6M
A0A238C4W2_taxID_387005_model_A	B2ZB02_ref_A	348	616	729	6	286	3.072E-01	38M3I3M11D61M3D10M2D3M2D6M3D6M2D7M1D10M4I3M4I4M4I4M3D6M10D42M5I12M2I11M4I2M2D11M1I3M
A0A425CLB8_taxID_542832_model_A	B2ZB02_ref_A	29	271	499	6	242	3.139E-01	38M1D4M9D5M3I2M1D19M3I9M1I13M2I4M1D3M5D11M1I9M2D11M1D6M10I4M13I12M6D4M4I1M1I10M5D16M1D24M
A0A7C8MC86_taxID_100035_model_A	B2ZB02_ref_A	85	317	368	6	246	5.231E-01	28M8I14M10D24M1I20M2D20M6I1M2I10M2D4M2I5M1D7M5I5M2I2M3D14M10D8M3D3M2D4M1D38M
A0A8H3UFY5_taxID_5025_model_A	B2ZB02_ref_A	41	286	345	1	244	5.531E-01	33M8I13M1D1M9D28M1I13M2D11M1I13M6I10M1I7M3I5M3I8M3I3M1I3M2D1M5I10M5D6M5D6M3D3M2D14M1D26M
A0A8H5WCB4_taxID_48490_model_A	B2ZB02_ref_A	1	254	266	14	278	7.446E-01	18M7I2M3I12M12D25M1D5M2I10M2D11M1I9M1D13M2D1M1I10M1I6M2D22M6D2M4D6M5D47M1D3M1D8M7I3M2I5M2I10M
A0A8K0SEI0_taxID_80388_model_A	B2ZB02_ref_A	37	342	343	6	286	5.640E-01	26M9I2M3I11M16D3M1D5M8D4M1I22M1I8M1I7M3I6M16I7M1D2M2D4M4I7M1I6M3I6M4D13M10D9M1I8M1I9M3I32M3I3M1D8M3I11M2D3M15I9M2I5M
A0A9D4GX75_taxID_45954_model_A	B2ZB02_ref_A	90	366	528	1	286	4.395E-01	5M2I38M2I2M12D59M5D13M1D5M6D15M1I16M5I8M1D2M3D6M6D44M4I3M1I7M7I13M1I5M1I8M1I3M
A0AAD4BGZ0_taxID_1328754_model_A	B2ZB02_ref_A	16	430	676	6	286	2.526E-01	15M2I5M1D3M4D7M13I11M20I4M6I3M5I22M9I5M7I9M3I5M4D7M2D5M1I6M12I6M2D3M6I2M2I3M2I9M8I3M4I5M2I17M17I5M5I11M4D4M6D9M2I33M12I8M8I16M6I9M5I8M
A0ABN8N4G6_taxID_104759_model_A	B2ZB02_ref_A	144	394	396	5	286	5.300E-01	45M9D5M1D43M2I3M2I9M1I2M2D21M3D6M1I4M4D16M6D2M4D7M5D43M9D4M1D6M3I16M4I6M
A0ABR3U3E6_taxID_856260_model_A	B2ZB02_ref_A	39	345	352	6	287	5.635E-01	23M9I5M4I7M17D32M1I14M1I8M1I7M5I6M9I8M2D3M1I4M4I5M1D6M1D18M8I8M8D4M8D12M3I34M12I22M2I12M2I7M
L2FID8_taxID_1213859_model_A	B2ZB02_ref_A	60	356	356	6	287	6.027E-01	26M3I2M5I13M6D2M4D31M1I12M2D8M1I21M2I15M3I7M5I4M10I2M3D15M10D7M3D3M2D14M1D29M10I19M1D3M5I10M2I7M
A0A061GFI2_taxID_3641_model_A	B2ZB02_ref_A	82	365	538	6	286	3.115E-01	26M5I13M2I5M1D5M4I1M2D25M2I17M3D7M8D9M10D22M2D5M2I19M5D3M7D3M18I11M7I30M1D4M11D4M8I3M2I3M3I16M
A0A091EJM4_taxID_85066_model_A	B2ZB02_ref_A	127	465	522	6	294	4.724E-01	20M19I8M9I18M1I5M3I27M2I14M5D14M1D9M1I5M2D9M12I11M1I5M2D39M6I2M2I47M1I21M2I4M1I21M
A0A0V1JHS7_taxID_6337_model_A	B2ZB02_ref_A	134	404	791	1	286	2.962E-01	7M2I26M5I9M2D5M2D2M5D58M1I2M6D7M2D12M1D13M1D16M5D5M1D8M1D1M5D41M5I13M1I16M1I11M1I3M
A0A395HJP7_taxID_1450537_model_A	B2ZB02_ref_A	50	366	366	6	287	5.880E-01	26M4I2M6I18M5D29M1I37M1D9M2D4M1I9M1I6M1D18M5D5M5D9M3D2M2D11M6I3M19I4M2I27M7I11M6I8M4I15M2I5M
