A0A183CK25_taxID_36090_model_A	ref_PmTYR_A	248	360	476	21	148	2.090E-01	18M5D12M3D56M3D15M2D5M2D7M
A0A183CK25_taxID_36090_model_A	ref_2Y9W_Abisporus	20	125	476	239	346	1.702E-01	20M2I2M1I32M2D4M5I5M2D10M2D9M5D4M1I11M
A0A183CK25_taxID_36090_model_A	ref_1JS8_squid	279	333	476	60	112	9.144E-02	38M1D7M3I7M
A0A183CK25_taxID_36090_model_A	ref_5CE9_Jregia	248	417	476	61	310	1.368E-01	17M2D3M3D3M11D32M2D9M2D11M1D4M2D2M5D4M14D7M9D8M1I21M14D5M2I6M8D9M13D11M3I12M
A0A183CK25_taxID_36090_model_A	ref_1BT3_Ibatatas	244	345	476	58	174	1.519E-01	20M2D4M2D10M12D24M2D15M2D6M1D2M2D4M8I9M
A0A401IHQ9_taxID_1920663_model_A	ref_PmTYR_A	32	382	416	7	297	5.801E-01	25M3I2M4I62M6D6M1I11M4I5M5I9M2D7M6I6M1I30M10D9M7I1M2I3M1I12M20I58M27I17M3D7M
A0A401IHQ9_taxID_1920663_model_A	ref_1JS8_squid	31	377	416	2	262	4.721E-01	31M4I26M1D37M17I7M8I4M3D4M10I1M1D4M2I7M3I30M7I3M9I8M7I7M9I55M8I5M7I27M
A0A401IHQ9_taxID_1920663_model_A	ref_5CE9_Jregia	30	380	416	45	335	4.565E-01	31M7I2M2D11M7D10M1I24M2D17M3D7M24I1M1I2M4I3M3I11M4I13M8D9M2D9M2I11M5I3M6D8M9I7M4I32M2I10M3I12M15I6M5I17M1I5M
A0A401IHQ9_taxID_1920663_model_A	ref_2Y9W_Abisporus	31	376	416	2	351	4.772E-01	9M2D21M5I6M1I7M3I4M12D4M1D22M14D4M5D12M1D7M1D10M2I5M1D6M4I12M3I4M3D9M1I1M3I11M14D10M1D4M7D8M4I3M9I9M4I2M4I8M2I38M3D6M5D12M21I26M
A0A401IHQ9_taxID_1920663_model_A	ref_1BT3_Ibatatas	30	380	416	46	333	4.310E-01	31M1I8M2I7M5I5M9D26M2D18M3D4M16I4M9I2M4I4M3I10M5I3M1D9M8D9M2D3M7I2M5D15M1D12M9I2M1D6M5I30M8I18M23I3M3D19M1I3M
A0A8T1GG24_taxID_29920_model_A	ref_5CE9_Jregia	92	135	492	233	284	8.743E-02	17M7D4M1D23M
A0A8T1GG24_taxID_29920_model_A	ref_2Y9W_Abisporus	10	173	492	121	322	1.779E-01	6M13D9M1D8M4D9M5I5M1D8M7D4M8I4M12D10M2I3M9D4M2D11M10D11M1D20M2I4M11I12M6D8M
A0A8T1GG24_taxID_29920_model_A	ref_1BT3_Ibatatas	92	136	492	234	286	8.756E-02	15M3D2M4D11M1D17M
A0A9Q9XXG6_taxID_7962_model_A	ref_PmTYR_A	119	491	545	1	295	4.668E-01	5M1D21M19I6M9I17M1I4M3I32M2I12M5D13M1D9M1I6M2D8M12I11M1I5M2D41M8I27M30I41M2I4M1I22M
A0A9Q9XXG6_taxID_7962_model_A	ref_1JS8_squid	122	485	545	1	262	3.387E-01	21M2D7M17I3M15I10M1D17M1D18M2I24M13I10M4I1M1I7M11I7M3D4M6I1M1D12M10I7M4I3M10I14M4D11M30I18M1D6M2I8M1D8M4D7M5D15M
A0A9Q9XXG6_taxID_7962_model_A	ref_1BT3_Ibatatas	117	485	545	37	331	3.135E-01	7M4D21M17I12M6I9M1D1M2D14M4I38M2I13M3I5M5D2M3D7M2I3M15I6M4I5M2D2M4I18M5I3M5I5M2I9M5D10M3D3M4D9M30I21M8I14M1I3M6D6M1I14M
A0A9Q9XXG6_taxID_7962_model_A	ref_5CE9_Jregia	108	486	545	35	335	3.272E-01	6M4I27M17I12M9I5M2D5M1I5M2I1M2D2M2D4M1I39M3D15M4I4M4D11M17I15M6I18M7I32M1D5M6D10M30I16M2D6M3D6M3D5M10I2M2D4M1I11M1D4M
A0A9Q9XXG6_taxID_7962_model_A	ref_2Y9W_Abisporus	124	484	545	3	351	3.327E-01	8M2D17M10I8M13I15M2I5M4D30M17D20M6D2M1D14M11D3M2D4M2D6M2D4M6D10M3I4M9I4M6I8M10I5M4I2M3I14M4D8M10D17M30I21M3D7M2D4M3D10M4D10M1I10M
A0ABR4L8V8_taxID_176173_model_A	ref_PmTYR_A	7	234	733	4	230	2.231E-01	24M5I6M3I14M10D29M1I25M1I7M13I6M8I7M2D5M1I9M1I6M2D21M13D6M1D3M1D14M1D9M2D4M
A0ABR4L8V8_taxID_176173_model_A	ref_1JS8_squid	19	246	733	15	206	1.961E-01	12M5I7M3I8M15D3M4I30M1I14M3I4M37I7M2I10M4I13M1I22M1I11M3D4M7D22M
A0ABR4L8V8_taxID_176173_model_A	ref_1BT3_Ibatatas	60	90	733	108	138	4.142E-02	31M
A0ABR4L8V8_taxID_176173_model_A	ref_5CE9_Jregia	60	113	733	107	166	5.558E-02	30M1D4M5I6M10D9M
A0ABR4L8V8_taxID_176173_model_A	ref_2Y9W_Abisporus	17	86	733	13	94	7.566E-02	3M2D14M3I6M3I11M3I1M19D26M
ref_1BT3_Ibatatas	ref_1BT3_Ibatatas	1	336	336	1	336	1.000E+00	336M
ref_1BT3_Ibatatas	ref_5CE9_Jregia	1	335	336	1	337	9.682E-01	12M2I28M1D145M2D5M2I95M3D46M
ref_1BT3_Ibatatas	ref_PmTYR_A	41	331	336	1	293	5.414E-01	4M1I27M5I14M7I3M2D6M2D25M2I21M8D2M4D4M6D6M3D20M4D5M8I9M3I2M11I3M1I3M8D5M5D11M7I32M2D7M6D6M2I5M5I16M4D3M
ref_1BT3_Ibatatas	ref_1JS8_squid	47	331	336	2	262	5.530E-01	31M2I6M4I2M2D10M2I5M2D24M2I14M1I9M1D6M3I2M1D1M2D5M11I11M4I13M5D2M17I5M1I9M3I37M8D12M2I1M11D6M4I18M
ref_1BT3_Ibatatas	ref_2Y9W_Abisporus	46	330	336	1	351	5.075E-01	7M2D36M1D4M4I8M4D4M2D19M16D9M1D9M4D3M3D1M2D6M12I2M4D4M5D5M3D10M12D2M4D6M7D15M1I17M4I5M1I9M1D2M2I3M4D32M2I3M10D7M6D3M3D7M2I19M
A0A7D5G996_taxID_223891_model_A	ref_1BT3_Ibatatas	88	426	586	1	335	5.240E-01	13M1D20M3I39M2I24M1D2M2D42M1D6M3D14M2D9M6I17M1D52M1I39M3I47M
A0A7D5G996_taxID_223891_model_A	ref_5CE9_Jregia	88	426	586	1	337	4.990E-01	20M1I12M3I8M1D31M2I24M1D2M2D41M1D7M3D5M3D2M7D2M3D3M20I10M4D58M1I87M
A0A7D5G996_taxID_223891_model_A	ref_1JS8_squid	137	422	586	3	262	2.917E-01	24M3I2M1I17M6D8M5I24M2I8M3D5M13I6M3I5M1D1M7I10M8D16M15I5M4I3M3D10M1D5M5I32M2I2M7D12M2I1M11D6M4I18M
A0A7D5G996_taxID_223891_model_A	ref_PmTYR_A	136	419	586	6	286	2.660E-01	10M3I19M4I11M2I11M2D23M2I12M5I5M6I3M4I11M7D13M17I4M1D13M8D6M27D7M5D11M8I30M2I8M1I4M3I5M4D21M
A0A7D5G996_taxID_223891_model_A	ref_2Y9W_Abisporus	133	421	586	1	351	3.033E-01	28M2I17M1D5M2I9M7D26M17D13M14I4M1D7M8I7M22D5M25D10M6D17M1D11M6I18M5D1M3I37M5D5M8D4M3D2I9M2I17M
A0AAE8STA2_taxID_2041049_model_A	ref_1JS8_squid	568	866	905	3	259	2.235E-01	31M1I10M13D25M5D9M8I13M6I2M4I7M1I2M4I6M1I4M7I4M6I17M31I19M3D2M1D28M5D12M5D5M1D4M5I15M1I9M
A0AAE8STA2_taxID_2041049_model_A	ref_PmTYR_A	563	866	905	1	286	2.159E-01	3M1D21M3I8M1I12M12D23M5D7M4D11M2D4M6I17M2I2M3D2M2I6M2D4M1I3M4D8M14I13M1D8M22I11M6D48M3I3M2D2M3I3M2I15M1I10M
A0AAE8STA2_taxID_2041049_model_A	ref_2Y9W_Abisporus	566	868	905	1	351	2.438E-01	10M2D13M1I9M1I2M3D7M18D25M24D11M4I5M3D2M2I5M1D4M3D21M4D15M1I8M2I9M4D9M1I4M4I6M16I10M1D12M10D30M14D8M4D18M10I5M1I12M
A0AAE8STA2_taxID_2041049_model_A	ref_1BT3_Ibatatas	565	868	905	45	330	2.082E-01	24M3I8M4D12M15D17M4D8M3D5M5I2M3I11M7I5M3I7M4I26M1I7M1D13M8I10M5I3M4I3M2I6M1D9M7D31M2I7M4I5M4I11M3D5M1I13M
