A0A010RYF3_taxID_1445577_model_A	A0A010RYF3_taxID_1445577_model_A
A0A098SBM4_taxID_1524460_model	A0A098SBM4_taxID_1524460_model
A0A0B2VVI5_taxID_6265_model	A0A0B2VVI5_taxID_6265_model
A0A0B7A0D2_taxID_1028688_model	A0A0B7A0D2_taxID_1028688_model
A0A0B7A0D2_taxID_1028688_model	A0A2T7PF41_taxID_400727_model
A0A0B7A0D2_taxID_1028688_model	A0A7E6EGY5_taxID_2607531_model
A0A0B7A0D2_taxID_1028688_model	A0ABD0K492_taxID_370345_model
A0A0C3F7Q7_taxID_765440_model	A0A0C3F7Q7_taxID_765440_model
A0A139HFA6_taxID_321146_model_A	A0A139HFA6_taxID_321146_model_A
A0A139HFA6_taxID_321146_model_A	A0A1F8A6I4_taxID_109264_model_A
A0A162K920_taxID_1081108_model	A0A162K920_taxID_1081108_model
A0A162K920_taxID_1081108_model	A0A0A2VR17_taxID_1245745_model
A0A162K920_taxID_1081108_model	A0A2N6NB01_taxID_176275_model
A0A163KNP0_taxID_5454_model_A	A0A163KNP0_taxID_5454_model_A
A0A166CKA0_taxID_1314776_model	A0A166CKA0_taxID_1314776_model
A0A166CKA0_taxID_1314776_model	A0A164PRP8_taxID_1314777_model
A0A166CKA0_taxID_1314776_model	A0AA40AMQ6_taxID_314023_model
A0A166CKA0_taxID_1314776_model	A0ABR0IQM8_taxID_2609844_model
A0A166CKA0_taxID_1314776_model	H1W0D6_taxID_759273_model
A0A179HCZ8_taxID_33203_model	A0A179HCZ8_taxID_33203_model
A0A1G6RZ21_taxID_1419277_model	A0A1G6RZ21_taxID_1419277_model
A0A1G6RZ21_taxID_1419277_model	A0A1G9LEN0_taxID_430522_model
A0A1G6RZ21_taxID_1419277_model	A0A1M5KSP5_taxID_288992_model_A
A0A1G6RZ21_taxID_1419277_model	A0A560H357_taxID_28077_model_A
A0A1G6RZ21_taxID_1419277_model	A0A560HKW1_taxID_28077_model_A
A0A1G6RZ21_taxID_1419277_model	A0A248JNQ9_taxID_1441467_model_A
A0A1G6RZ21_taxID_1419277_model	A0A560KAP8_taxID_28077_model_A
A0A1G6RZ21_taxID_1419277_model	A0A560FJT8_taxID_28077_model_A
A0A1G6RZ21_taxID_1419277_model	A0A560GA21_taxID_28077_model_A
A0A1G6RZ21_taxID_1419277_model	A0ABS8MPT4_taxID_2893755_model
A0A1G6RZ21_taxID_1419277_model	A0ABV6HFH7_taxID_760123_model
A0A1G6RZ21_taxID_1419277_model	W4LRD4_taxID_1429438_model
A0A1H1Q0J6_taxID_546871_model_A	A0A1H1Q0J6_taxID_546871_model_A
A0A1H3SYD2_taxID_137265_model_A	A0A1H3SYD2_taxID_137265_model_A
A0A1I4RJF6_taxID_44574_model_A	A0A1I4RJF6_taxID_44574_model_A
A0A1S9S186_taxID_104259_model	A0A1S9S186_taxID_104259_model
A0A1V6PRI1_taxID_416450_model	A0A1V6PRI1_taxID_416450_model
A0A1V6QQ78_taxID_416450_model	A0A1V6QQ78_taxID_416450_model
A0A1V9YE51_taxID_74557_model	A0A1V9YE51_taxID_74557_model
A0A1X6PIR8_taxID_2786_model	A0A1X6PIR8_taxID_2786_model
A0A1Y2CTW7_taxID_329046_model	A0A1Y2CTW7_taxID_329046_model
A0A1Y2HVF8_taxID_765915_model	A0A1Y2HVF8_taxID_765915_model
A0A9W9CD07_taxID_1932322_model	A0A9W9CD07_taxID_1932322_model
A0AAE0JIY1_taxID_94610_model	A0AAE0JIY1_taxID_94610_model
A0ABN8CQB0_taxID_622444_model	A0ABN8CQB0_taxID_622444_model
A0A6B2L294_taxID_1963864_model	A0A6B2L294_taxID_1963864_model
A0A6G0XI62_taxID_100861_model	A0A6G0XI62_taxID_100861_model
A0A6G1HLY0_taxID_703511_model_A	A0A6G1HLY0_taxID_703511_model_A
A0A6G1HLY0_taxID_703511_model_A	A0A010QXZ0_taxID_1445577_model_A
A0A6G1HLY0_taxID_703511_model_A	A0A010SFQ0_taxID_1445577_model
A0A6G1HLY0_taxID_703511_model_A	A0A135SHP2_taxID_703756_model
A0A6G1HLY0_taxID_703511_model_A	A0A135T5S7_taxID_1209931_model
